tweet,user,location,date
"😒: Peoples mood on the CTA decreased over the past hour. Analyzed 22 tweets, with 83.21% feeling Tentative. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 23:01:01
A rapt audience at #CTA #TDSBguidance #8to9 #beyond8 https://t.co/HBOU2Eomke,michelle_bruner,,2019-10-22 22:54:41
RT @SPOTNEWSonIG: 93/Oglesby: #CTA says an unknown male set a female passenger's hair on fire on the bus. #ChicagoScanner,TheeMarilee,Chicago,2019-10-22 22:46:55
RT @SPOTNEWSonIG: 93/Oglesby: #CTA says an unknown male set a female passenger's hair on fire on the bus. #ChicagoScanner,StewardessChick,CHICAGO ,2019-10-22 22:42:30
RT @SPOTNEWSonIG: 93/Oglesby: #CTA says an unknown male set a female passenger's hair on fire on the bus. #ChicagoScanner,mostdopeGuera37,Chupa mi verga.,2019-10-22 22:41:24
RT @SPOTNEWSonIG: 93/Oglesby: #CTA says an unknown male set a female passenger's hair on fire on the bus. #ChicagoScanner,The_Truthness,#Chicago ©,2019-10-22 22:40:00
93/Oglesby: #CTA says an unknown male set a female passenger's hair on fire on the bus. #ChicagoScanner,SPOTNEWSonIG,Chicago IL ,2019-10-22 22:37:59
"Seriously gum snappers, can you not hear how disgusting you sound???? #cta #63W #poepleofthecta #gumsnappers… https://t.co/AMEXVXXS3H",KKira312,Chicago,2019-10-22 22:25:17
Your Illinois News Radar » IDOT ups the ante on Peotone airport - The Capitol Fax Blog: https://t.co/HVZVtkBK3h… https://t.co/2i2CWSzaRw,MyTransit_CH,"Chicago, IL",2019-10-22 22:17:14
"Your Illinois News Radar » Pritzker unveils multi-year IDOT plan, claims “rigorous and objective criteria” used - T… https://t.co/FM23UN7s6r",MyTransit_CH,"Chicago, IL",2019-10-22 22:17:14
#home #again #cta #el #blue #line #PETESIDE @ Hyatt Regency O’Hare Chicago https://t.co/pRkQ3lZ9aK,Pstukin1,Behind You!,2019-10-22 22:16:08
"3: 72nd &amp; King Drive - Unknown objects were just throwing at a #CTA bus window breaking it
#ChicagoScanner",ChiLivePD,Chicago,2019-10-22 22:10:17
"😣: Riders are feeling better than they did an hour ago. Analyzed 16 tweets, with 58.98% feeling Rattled. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 22:02:19
"We just wanted to share some more fun pictures from today. Enjoy!  😄📸

#InsideCTA #CTA #ChristToAll #CTAinc… https://t.co/iYGseiIjVR",CTAinc,"Fenton, MO",2019-10-22 22:00:26
"The Musical Eleanor's very merry Christmas wish buy Tickets Now
 https://t.co/LGC2NQo51r
#WGN #Chicago… https://t.co/c38J66RIAm",aheadsocially,United States,2019-10-22 21:50:02
Many content marketers do not emphasize the call to action enough. Do you have any other tips like the ones below?… https://t.co/PFO6OZxd2x,tjd2309,"Delray Beach, FL",2019-10-22 21:35:36
Healthcare Transportation Is a Problem. Chicago Startup Kaizen Health Plans To Navigate a Better Route - WGN Radio… https://t.co/7dcnKDk0rb,MyTransit_CH,"Chicago, IL",2019-10-22 21:27:29
"RT @WGNtraffic: #CTA BLUE LINE 🚇 A reminder that from now until Friday, Nov. 8, downtown &amp; Forest Park-bound trains are NOT STOPPING @ the…",WGNNews,"Chicago, IL",2019-10-22 21:11:24
"#CTA BLUE LINE 🚇 A reminder that from now until Friday, Nov. 8, downtown &amp; Forest Park-bound trains are NOT STOPPIN… https://t.co/gA7OdL87b3",WGNtraffic,"Chicago, IL",2019-10-22 21:07:00
"😒: The overall mood of riders worsened in the last 60 minutes. Analyzed 9 tweets, with 82.13% feeling Tentative. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 21:02:25
"RT @AIAIllinois: The AIA ILLINOIS 2019 MIES VAN DER ROHE AWARD goes to the Washington | Wabash CTA Station.

Photo Credit: Tim Klein Photog…",MoellerTA,Chicagoland,2019-10-22 20:40:21
"We’ve said it before, but it’s never a dull day at CTA!🎉
  
Today we celebrated Tourist Tuesday! Employees came in… https://t.co/byPGwzlcCT",CTAinc,"Fenton, MO",2019-10-22 20:31:34
"😣: The mood of riders on the CTA decreased in the last hour. Analyzed 23 tweets, with 56.72% feeling Rattled. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 20:02:01
HEARTLAND FLOOD: IDOT awards contract to avoid future interstate closures - WOWT: https://t.co/1X1KcFo4V6 #CTA… https://t.co/rh1bSljjDk,MyTransit_CH,"Chicago, IL",2019-10-22 19:37:30
IDOT releases construction program list - Herald-Whig: https://t.co/cb19LurqMc #CTA #Metra #Transit #Chicago #Transportation,MyTransit_CH,"Chicago, IL",2019-10-22 19:37:30
"Eleanor's very merry Christmas wish Tickets now on sale
 https://t.co/LGC2NQo51r #WGN #Chicago #Chicagotheatre… https://t.co/i42yepYopw",aheadsocially,United States,2019-10-22 19:24:01
"World Premier Get tickets now  https://t.co/LGC2NQo51r
#WGN #Chicago #Chicagotheatre #chicagobulls #CUBS… https://t.co/fAVh3Mw3ZC",aheadsocially,United States,2019-10-22 19:13:01
"😃: The general mood worsened over the past 60 minutes. Analyzed 12 tweets, with 58.3% feeling Cheerful. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 19:02:07
Eleanor's very merry Christmas wish the musical https://t.co/LGC2NQo51r #WGN #Chicago #Chicagotheatre #Holiday… https://t.co/2ZtYSaZOo0,aheadsocially,United States,2019-10-22 18:28:02
"Eleanor's very merry Christmas wish Tickets on sale
 https://t.co/LGC2NQo51r
#ChicagoBears #chicagotribune… https://t.co/yznNuuw2N0",aheadsocially,United States,2019-10-22 18:21:01
"😀: Riders are feeling better than they did an hour ago. Analyzed 17 tweets, with 63.44% feeling Comfortable. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 18:02:44
"The AIA ILLINOIS 2019 MIES VAN DER ROHE AWARD goes to the Washington | Wabash CTA Station.

Photo Credit: Tim Klein… https://t.co/GZa4Fntsu3",AIAIllinois,"Springfield, IL",2019-10-22 17:34:25
New Red Line Extension Improves Transportation for South Side Residents - The Chicago Maroon:… https://t.co/9Tib5eqsxc,MyTransit_CH,"Chicago, IL",2019-10-22 17:32:55
Indianapolis school bus carrying students crashes into shop - Chicago Tribune: https://t.co/kPSiwnZAHP #CTA #Metra… https://t.co/uCij4ILw19,MyTransit_CH,"Chicago, IL",2019-10-22 17:22:52
"It’s getting colder , so you know what that means, the #RollingRedlineHotel will be booked up in the mornings. Chec… https://t.co/272hYL7TZF",tominrp,"Chicago, IL",2019-10-22 17:07:01
"😒: The general mood worsened over the past hour. Analyzed 17 tweets, with 81.47% feeling Unsettled. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 17:02:07
"On the road(s) again: IDOT unveils $23.5 billion five-year plan for roads, bridges - Champaign/Urbana News-Gazette:… https://t.co/DzYXvpSP8M",MyTransit_CH,"Chicago, IL",2019-10-22 16:32:47
"Pritzker, IDOT Officials Tout $23+ Billion For Road And Bridge Construction - WILL News - Illinois Public Media:… https://t.co/SpaW7nadGr",MyTransit_CH,"Chicago, IL",2019-10-22 16:32:47
"Gov. Pritzker, IDOT announce Rebuild Illinois road and bridge projects - WGEM: https://t.co/C2cHMSZzeb #CTA #Metra… https://t.co/oBwBTLYazN",MyTransit_CH,"Chicago, IL",2019-10-22 16:32:47
"The Musical Eleanor's very merry Christmas wish Tickets on sale now
 https://t.co/LGC2NQo51r
#ChicagoBears… https://t.co/PHEhZ8zmKX",aheadsocially,United States,2019-10-22 16:25:02
"RT @TruthandSmiles: Shout out @cta for having the heat on, in the train platform and it's not even Nov 1st. Y'all the real MVP of the city…",Mima_mone,,2019-10-22 16:15:12
"Today's Headlines for Tuesday, October 22 - Streetsblog St. Louis: https://t.co/RPktzHyZlY #CTA #Metra #Transit #Chicago #Transportation",MyTransit_CH,"Chicago, IL",2019-10-22 16:02:56
"😣: The general mood worsened over the past 60 minutes. Analyzed 13 tweets, with 51.77% feeling Agitated. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 16:02:52
"Celebrate this Thanksgiving with our very own Thankful Turkey Activity! 

 📖Check out our blog at… https://t.co/tfolcp0Qb0",CTAinc,"Fenton, MO",2019-10-22 16:00:19
"RT @ThomasDigitalSF: What is Call to Action (CTA)? 

#websitelingo #cta #websitedevelopment #websitedesign #lingo #webdesign https://t.co/f…",carivatech,"Asansol, West Bengal 713301",2019-10-22 15:16:29
"What is Call to Action (CTA)? 

#websitelingo #cta #websitedevelopment #websitedesign #lingo #webdesign https://t.co/fFTdyRr8KG",ThomasDigitalSF,,2019-10-22 15:15:11
"Experiencing email click-through rate lower than you’d like?
Here are the few examples of outstanding CTAs used by… https://t.co/bWe1BOj9DN",QeInbox,"California, USA",2019-10-22 15:05:19
"😀: The overall mood of riders improved in the last 60 minutes. Analyzed 24 tweets, with 62.18% feeling Joy. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 15:01:24
"RT @arpitjai03: The elite #CTA is a marathon, not a race!!
Rightly said by @gemziebeth @SFArchSummit
#OnePune #JouneyToCta #toptrailblazer…",PuneB2BUG,"Pune, India",2019-10-22 14:56:50
"Unique Marketing Products to Put in Gift Bags - https://t.co/DixjVyAmkd #brandawareness, #brandbuilding,… https://t.co/3DKjkRvJh6",kennethcameron,Airway Heights | Medina WA,2019-10-22 14:54:59
The best road bike tube - Chicago Tribune: https://t.co/EMJ2HlVig5 #CTA #Metra #Transit #Chicago #Transportation,MyTransit_CH,"Chicago, IL",2019-10-22 14:52:43
RT @WGNtraffic: ⚠️ ATTENTION #CTA RED LINE RIDERS ⚠️ https://t.co/wJ1ePxlBjy,_OVOHoStix,"Chicago, IL",2019-10-22 14:32:33
"Real Life Bruce Wayne Disarms Gunman On Chicago Commuter Train - Chicago, IL Patch: https://t.co/ARCQFrlQLD #CTA… https://t.co/61Zx0MQRjj",MyTransit_CH,"Chicago, IL",2019-10-22 14:22:40
Last week Nicole attended the @CIOTNews admission ceremony at the amazing @DrapersHall to receive her #CTA certific… https://t.co/Ozod5ozJrf,Wheelers2020LTD,"Exeter, Devon",2019-10-22 14:17:17
"😖: The general mood fell for the worst in the last hour. Analyzed 17 tweets, with 52.98% feeling Sadness. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 14:02:11
Pace Begins Public Meetings On Proposed 2020 Budget This Week - CBS Chicago: https://t.co/CvXI7R6roM #CTA #Metra… https://t.co/lK8WSCMY6q,MyTransit_CH,"Chicago, IL",2019-10-22 13:55:28
"Southbound Red Line is a clusterfuck, y'all.

#CTA",mpjedi2,Chicago,2019-10-22 13:41:10
RT @doorsclosing312: This is Roosevelt #redline #orangeline #greenline #roosevelt #cta #chicagotransitauthority #theel #chicagol #chicagoel…,spark_radio_CHI,"Chicago, Illinois ",2019-10-22 13:18:25
This is Roosevelt #redline #orangeline #greenline #roosevelt #cta #chicagotransitauthority #theel #chicagol… https://t.co/m3YaEkEEQd,doorsclosing312,"Chicago, IL",2019-10-22 13:17:50
"🙄: The overall mood of riders worsened in the last 60 minutes. Analyzed 14 tweets, with 79.8% feeling Tentative. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 13:03:05
"Shout out @cta for having the heat on, in the train platform and it's not even Nov 1st. Y'all the real MVP of the city 😊 #cta #Chicago",TruthandSmiles,Somewhere over the rainbow 🌈 ,2019-10-22 12:47:15
"Anatomy of a Call to Action
The Anatomy of a Call to Action (CTA) is any image or text that both asks the reader to… https://t.co/nwJ4FbLFY5",DigitalSchoolo1,South Africa,2019-10-22 12:30:50
"#WUK4LU (A320): #LTN (London, England) to #CTA (Catania). 0.4 mi away @ 37000 ft, heading SE @ 460.0kts / time 14:1… https://t.co/a8ATohTcBj",AboveVlaardinge,"Vlaardingen, Netherlands",2019-10-22 12:13:41
"😃: The mood increased for the better in the past 60 minutes. Analyzed 14 tweets, with 59.62% feeling Comfortable. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 12:02:28
"Man stops train robbery on way to Chicago Marathon, still runs in race - WWBT NBC12 News: https://t.co/qb9qgznsbX… https://t.co/Fp3lIDFmFK",MyTransit_CH,"Chicago, IL",2019-10-22 11:35:46
Published: Guiding Therapy by Coronary CT Angiography Improves Outcomes in Patients With Stable Chest Pain… https://t.co/IIE9k4hkZy,EdinUniImaging,University of Edinburgh,2019-10-22 11:15:10
⚠️ ATTENTION #CTA RED LINE RIDERS ⚠️ https://t.co/wJ1ePxlBjy,WGNtraffic,"Chicago, IL",2019-10-22 11:10:22
"RT @Chicago_Scanner: 001:
608 S State
2 males walking on the #cta tracks between Harrison &amp; Roosevelt
#Chicago #ChicagoScanner",KianaLailani,"Chicago, IL & Dorado, PR",2019-10-22 11:06:48
"001:
608 S State
2 males walking on the #cta tracks between Harrison &amp; Roosevelt
#Chicago #ChicagoScanner",Chicago_Scanner,"Portage Park, Chicago",2019-10-22 11:05:15
RT @MyTransit_CH: SUV driver dies after crashing into Florida school bus - Chicago Tribune: https://t.co/BWm8AIn1SV #CTA #Metra #Transit #C…,spark_radio_CHI,"Chicago, Illinois ",2019-10-22 11:03:40
SUV driver dies after crashing into Florida school bus - Chicago Tribune: https://t.co/BWm8AIn1SV #CTA #Metra… https://t.co/fTaVGbBo5B,MyTransit_CH,"Chicago, IL",2019-10-22 11:03:05
"😣: Peoples mood on the CTA decreased over the past hour. Analyzed 1 tweets, with 60.1% feeling Unsettled. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 11:01:30
U.S. 51 in Decatur among projects in IDOT's Rebuild Illinois plan - Herald &amp; Review: https://t.co/sx6553asaC #CTA… https://t.co/sA1o0LxJiQ,MyTransit_CH,"Chicago, IL",2019-10-22 08:20:16
"RT @nevangelides: .@EU_Commission: Urgent need for @IMOHQ #CTA ratification. Benefits:
👉Upgraded safety
👉Fight against #IUU
👉Opportunity to…",Pew_EU,Brussels,2019-10-22 08:11:14
"RT @KerryTownsend: I’m hosting at panel of #Architects at @Dreamforce on Design Justification &amp; Objection Handling. I would love to know:
1…",LDNsCall,"London, England",2019-10-22 08:00:36
FISHERIES: EU calls for entry into force of world-wide agreement on safety of fishing vessels… https://t.co/IopUejIasI,AgencEurope_EN,Brussels,2019-10-22 06:55:31
"RT @DanielMadhure: I am all set for Salesforce Architect Summit. And what about you? 
#SalesforceArchitect #CTA #Ohana #trailblazercommunit…",technodhaba,India,2019-10-22 06:28:38
"RT @nevangelides: .@EU_Commission: Urgent need for @IMOHQ #CTA ratification. Benefits:
👉Upgraded safety
👉Fight against #IUU
👉Opportunity to…",nettlebum,"Newcastle Upon Tyne, England",2019-10-22 05:57:11
It’s mural painting time! Wood boards from the #EEF 🖼 Painting materials from the #CTA 🎨🖌 #art… https://t.co/n8WtvPHOcJ,kjosephson1,,2019-10-22 05:05:11
"RT @CtaMood: 😃: The mood increased for the better in the past 60 minutes. Analyzed 2 tweets, with 55.72% feeling Comfortable. #Chicago #CTA…",spark_radio_CHI,"Chicago, Illinois ",2019-10-22 05:03:02
"😃: The mood increased for the better in the past 60 minutes. Analyzed 2 tweets, with 55.72% feeling Comfortable. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 05:02:24
@charliekirk11 That's because #DeepState is trying all they can to #CTA (cover their ass),MrSpinnyG,United States,2019-10-22 04:57:42
".@EU_Commission: Urgent need for @IMOHQ #CTA ratification. Benefits:
👉Upgraded safety
👉Fight against #IUU
👉Opportun… https://t.co/S4kPwqe1oz",nevangelides,"London, England",2019-10-22 04:36:16
"RT @TibetPeople: #China's #marionette #CarrieLam must apologize #MuslimCommunities as well #HongKongers...

#HongKong #HongKongProtests #CC…",clara111,,2019-10-22 03:58:50
Assembling Booby-Trap Content for your Audience https://t.co/3DCVAb07RN seo #contentmarketing #cta,seohacker,,2019-10-22 03:45:18
"😠: There was a boost in mood over the past 60 minutes. Analyzed 9 tweets, with 64.68% feeling Tense. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 02:02:20
My very merry Christmas wish https://t.co/LGC2NQo51r  #WGN #Chicago #Chicagotheatre #Holiday #chicagobulls… https://t.co/VKqhKgjsKf,aheadsocially,United States,2019-10-22 01:11:01
My very merry Christmas wish is to have a best friend https://t.co/LGC2NQo51r  #WGN #Chicago #Chicagotheatre… https://t.co/ZpWQIgUKh0,aheadsocially,United States,2019-10-22 01:08:01
"😟: The overall mood of riders worsened in the last 60 minutes. Analyzed 17 tweets, with 70.87% feeling Anxiety. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 01:02:16
"Pritzker releases details of $23.5B road construction plan, touted as ‘investing on the front’:… https://t.co/OyKDOffxRI",MyTransit_CH,"Chicago, IL",2019-10-22 00:40:45
"Pritzker, IDOT Officials Tout $23+ Billion For Road And Bridge Construction - NPR Illinois | 91.9 UIS:… https://t.co/sFAXxfJkUY",MyTransit_CH,"Chicago, IL",2019-10-22 00:25:37
Peoria area to see multitude of IDOT projects soon - Peoria Journal Star: https://t.co/sHCsNuUN3H #CTA #Metra… https://t.co/56QTLaJG9a,MyTransit_CH,"Chicago, IL",2019-10-22 00:25:36
"RT @TeelaResists: 😢#CTA😢 #TrumpGenocideForPutin 

do not let up on your MOC

until trump, we ""were"" a humane society

haven't you had enoug…",BJeanMohr1,Ohio CD16,2019-10-22 00:25:23
"Person struck, killed by vehicle on Dan Ryan Expressway: https://t.co/lfVEBNHKWC #CTA #Metra #Transit #Chicago #Transportation",MyTransit_CH,"Chicago, IL",2019-10-22 00:10:26
"How the U.S. legal system supports car-dependence, and how we can change that - Streetsblog Chicago:… https://t.co/vnev0aLW6a",MyTransit_CH,"Chicago, IL",2019-10-22 00:10:25
"😖: The general mood fell for the worst in the last hour. Analyzed 22 tweets, with 58.63% feeling Melancholy. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-22 00:02:54
"RT @TeelaResists: 😢#CTA😢 #TrumpGenocideForPutin 

do not let up on your MOC

until trump, we ""were"" a humane society

haven't you had enoug…",Plantflowes,,2019-10-21 23:46:09
"RT @TeelaResists: 😢#CTA😢 #TrumpGenocideForPutin 

do not let up on your MOC

until trump, we ""were"" a humane society

haven't you had enoug…",SallyDeal4,USA,2019-10-21 23:45:31
Bishop Ford Freeway reopened after tanker flips over on Far South Side: https://t.co/lym6UBfRfx #CTA #Metra… https://t.co/0Dq1D5g1hk,MyTransit_CH,"Chicago, IL",2019-10-21 23:40:34
Eleanor's very merry Christmas wish Now The Musical https://t.co/LGC2NQo51r #WGN #Chicago #Chicagotheatre #Holiday… https://t.co/EPzQXB1EmA,aheadsocially,United States,2019-10-21 23:35:01
Multiple Metra Lines Running With Delays After Tree Falls on Tracks - NBC Chicago: https://t.co/22KTQeeVY4 #CTA… https://t.co/3SvZhRPcro,MyTransit_CH,"Chicago, IL",2019-10-21 23:20:18
Bishop Ford Freeway closed in both directions due to overturned tanker on Far South Side: https://t.co/f27D04DHFS… https://t.co/6Og6fla1p3,MyTransit_CH,"Chicago, IL",2019-10-21 22:10:23
"😒: The general mood increased for the better in the last hour. Analyzed 15 tweets, with 81.3% feeling Tentative. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-21 22:03:03
"Pritzker, IDOT announce 5-year, $19B infrastructure plan - HOI ABC: https://t.co/rGpFx5pxJg #CTA #Metra #Transit #Chicago #Transportation",MyTransit_CH,"Chicago, IL",2019-10-21 21:55:24
"Gov. Pritzker, IDOT announce $23.5B road, bridge plan - KFVS: https://t.co/Hp3aJ5jNEx #CTA #Metra #Transit #Chicago #Transportation",MyTransit_CH,"Chicago, IL",2019-10-21 21:55:24
"The Musical Eleanor's very merry Christmas wish buy Tickets Now
 https://t.co/LGC2NQo51r
#WGN #Chicago… https://t.co/6Ix4fw2OMd",aheadsocially,United States,2019-10-21 21:50:02
"Today's Headlines for Monday, October 21 - Streetsblog Chicago: https://t.co/ZIQ2HvgXAL #CTA #Metra #Transit #Chicago #Transportation",MyTransit_CH,"Chicago, IL",2019-10-21 21:35:50
Hazmat crew responds to overturned tanker on I-94 on Far South Side: https://t.co/9JwloT3DGW #CTA #Metra #Transit #Chicago #Transportation,MyTransit_CH,"Chicago, IL",2019-10-21 21:10:18
"RT @TeelaResists: 😭😭#CTA 1😭😭#Baltimore #DMV 
TODAY    1 PM – 2 PM
Meet at:  Blue Iris Flowers
918 Frederick Rd  21228
Then travel to Rep. C…",padilloh,0n the left side of Texas,2019-10-21 21:09:42
"RT @TeelaResists: 😭😭#CTA 1😭😭#Baltimore #DMV 
TODAY    1 PM – 2 PM
Meet at:  Blue Iris Flowers
918 Frederick Rd  21228
Then travel to Rep. C…",LindaHaleRCSD,rapid city south dakota,2019-10-21 21:05:52
"😒: The mood of riders worsened in the last hour. Analyzed 10 tweets, with 87.96% feeling Tentative. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-21 21:01:43
"RT @TibetPeople: @chinafrica1 Tibetans are not struggling for #GDP growth or #Flight routes or material development, our struggle is nation…",sumit1000buddhe,,2019-10-21 20:57:39
"RT @TibetPeople: @chinafrica1 Tibetans are not struggling for #GDP growth or #Flight routes or material development, our struggle is nation…",SidharthaBajpai,"Pune, India",2019-10-21 20:53:28
"RT @TibetPeople: @chinafrica1 Tibetans are not struggling for #GDP growth or #Flight routes or material development, our struggle is nation…",TibetPeople,,2019-10-21 20:49:58
"Damn, this bus and/or train packed as fuck

Let me still get on. 

#cta",ElvGar05,"Chicago, IL ",2019-10-21 20:11:26
"🙄: The general mood fell for the worst in the last hour. Analyzed 15 tweets, with 75.96% feeling Tense. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-21 20:01:49
Glassy office development proposed near Chicago Avenue CTA station - Curbed Chicago: https://t.co/cyuUEJ4gRM #CTA… https://t.co/EYQe2YC6Bs,MyTransit_CH,"Chicago, IL",2019-10-21 19:55:26
"RT @TibetPeople: @chinafrica1 Tibetans are not struggling for #GDP growth or #Flight routes or material development, our struggle is nation…",alypdx,MG • Brazil,2019-10-21 19:33:59
"RT @TeelaResists: #CTA - Resource

@BrandNew535 is a volunteer-led political organization that intends to run hundreds of campaigns for Con…",Cruellaisdevine,http://www.5calls.org,2019-10-21 19:32:54
"Eleanor's very merry Christmas wish Tickets now on sale
 https://t.co/LGC2NQo51r #WGN #Chicago #Chicagotheatre… https://t.co/XZjp1g2P0e",aheadsocially,United States,2019-10-21 19:24:02
"RT @TeelaResists: 😢#CTA😢 #TrumpGenocideForPutin 

do not let up on your MOC

until trump, we ""were"" a humane society

haven't you had enoug…",ColleenPerron,"Seattle, WA",2019-10-21 19:23:56
"RT @TeelaResists: 😢#CTA😢 #TrumpGenocideForPutin 

do not let up on your MOC

until trump, we ""were"" a humane society

haven't you had enoug…",jomareewade,"The Bebop, #GeeksResist HQ",2019-10-21 19:16:00
"World Premier Get tickets now  https://t.co/LGC2NQo51r
#WGN #Chicago #Chicagotheatre #chicagobulls #CUBS… https://t.co/PsuYhnwt2s",aheadsocially,United States,2019-10-21 19:13:02
Bag explodes at Midway after it’s run over by luggage vehicle: police: https://t.co/Fj0qF5Thed #CTA #Metra #Transit #Chicago #Transportation,MyTransit_CH,"Chicago, IL",2019-10-21 19:10:10
"😎: The general mood improved in the last hour. Analyzed 11 tweets, with 52.22% feeling Upbeat. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-21 19:02:11
#sales #savings #shopping #shoppingonline #ebay #lowerprices #CTA #fashion #sale #shoes #clothing #coats #leather… https://t.co/K46kSCZGht,KatTalesTV,Wherever I AM,2019-10-21 18:41:37
Eleanor's very merry Christmas wish the musical https://t.co/LGC2NQo51r #WGN #Chicago #Chicagotheatre #Holiday… https://t.co/GA2AhrhyF0,aheadsocially,United States,2019-10-21 18:28:02
"Eleanor's very merry Christmas wish Tickets on sale
 https://t.co/LGC2NQo51r
#ChicagoBears #chicagotribune… https://t.co/foh8TLl8hD",aheadsocially,United States,2019-10-21 18:21:02
"🙄: The overall mood of riders improved in the last 60 minutes. Analyzed 13 tweets, with 73.02% feeling Rattled. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-21 18:03:10
"The Musical Eleanor's very merry Christmas wish Tickets on sale now
 https://t.co/LGC2NQo51r
#ChicagoBears… https://t.co/4kIcR4YUMM",aheadsocially,United States,2019-10-21 16:25:03
"Our First batch - #Weekendbatch on their last day. Wishing everyone a bright future

#chennaitheatreacademy #CTA… https://t.co/1bF8le4XzO",ChennaiTheatre,"Kodambakkam, Chennai, India",2019-10-21 15:28:58
"Video and Email Marketing
Did you know? Videos added to email content can increase click rates up to 300%.… https://t.co/cQTWDqO8HG",Decograph,"Miami, FL",2019-10-21 15:03:15
Traffic rerouted after semi gets stuck under Lower Michigan Avenue viaduct: https://t.co/moIYxArLTV #CTA #Metra… https://t.co/sxZxa6GfUm,MyTransit_CH,"Chicago, IL",2019-10-21 14:55:41
"RT @TeelaResists: #CTA - Resource

@BrandNew535 is a volunteer-led political organization that intends to run hundreds of campaigns for Con…",MaryjaneMjmalin,"Tennessee, USA",2019-10-21 14:49:39
"RT @MoodysUSPubFin: 2/7: #Masstransit ridership for nation’s major systems has fallen for last 5 years despite growing #employment, with bu…",JPMarsteller,DC Metro Area,2019-10-21 14:30:50
"RT @TeelaResists: 😢#CTA😢 #TrumpGenocideForPutin 

do not let up on your MOC

until trump, we ""were"" a humane society

haven't you had enoug…",pyxieshmyxie,"California, USA",2019-10-21 14:26:19
"#CTA - Resource

@BrandNew535 is a volunteer-led political organization that intends to run hundreds of campaigns f… https://t.co/GEjpuUixEj",TeelaResists,floating thru twitter space,2019-10-21 14:23:15
"@chinafrica1 Tibetans are not struggling for #GDP growth or #Flight routes or material development, our struggle is… https://t.co/m5fewnrmua",TibetPeople,,2019-10-21 14:16:48
"RT @TeelaResists: ⌚️⏱️#CTA⏲️⏰ #Thread w/states named at top

#VoteBlueToEndThisNightmare #BlueWave 

State legislative races will determine…",Darwin1800,,2019-10-21 14:13:03
"RT @TeelaResists: ⌚️⏱️#CTA⏲️⏰ #Thread w/states named at top

#VoteBlueToEndThisNightmare #BlueWave 

State legislative races will determine…",independent603,,2019-10-21 14:12:46
"⌚️⏱️#CTA⏲️⏰ #Thread w/states named at top

#VoteBlueToEndThisNightmare #BlueWave 

State legislative races will det… https://t.co/G4Yv4ou9Kz",TeelaResists,floating thru twitter space,2019-10-21 14:10:59
"RT @TeelaResists: 😢#CTA😢 #TrumpGenocideForPutin 

do not let up on your MOC

until trump, we ""were"" a humane society

haven't you had enoug…",CyndiW100,"Alberta, Canada",2019-10-21 14:08:49
"RT @TeelaResists: 😢#CTA😢 #TrumpGenocideForPutin 

do not let up on your MOC

until trump, we ""were"" a humane society

haven't you had enoug…",HumbertoDeLaHo8,Miami ,2019-10-21 14:05:39
"RT @TeelaResists: 😢#CTA😢 #TrumpGenocideForPutin 

do not let up on your MOC

until trump, we ""were"" a humane society

haven't you had enoug…",SixPersistsBlue,GeeksResist Headquarters,2019-10-21 14:02:09
"😃: The mood of riders on the CTA decreased in the last hour. Analyzed 19 tweets, with 53.18% feeling Cheerful. #Chicago #CTA #CTAMOOD",CtaMood,"Chicago, IL",2019-10-21 14:01:08
People making out on the Blue Line during rush hour. At least they're taking up less space #cta #chicago,Triple_A_Rab,"Chicago, IL",2019-10-21 13:56:14
"So help me God, @cta is there a reason you have the heat turned up to 75 degrees on the Green Line to Ashland and 6… https://t.co/bGwe7AzIgS",BrendonTroutman,"Chicago, IL",2019-10-21 13:47:28
